날짜,종가,시가,고가,저가,거래량,변동 %
2017-08-28,2370.30,2376.38,2383.46,2366.23,226.87M,-0.0035
2017-08-29,2364.74,2356.20,2364.74,2332.85,223.09M,-0.0023
2017-08-30,2372.29,2368.13,2372.29,2363.43,305.64M,0.0032
2017-08-31,2363.19,2373.96,2377.02,2355.29,265.05M,-0.0038
2017-09-01,2357.69,2367.45,2370.25,2351.37,280.06M,-0.0023
2017-09-04,2329.65,2316.89,2344.82,2316.89,248.50M,-0.0119
2017-09-05,2326.62,2340.62,2340.62,2319.94,320.43M,-0.0013
2017-09-06,2319.82,2324.84,2325.56,2314.31,252.68M,-0.0029
2017-09-07,2346.19,2328.94,2349.79,2328.92,277.04M,0.0114
2017-09-08,2343.72,2350.19,2351.73,2340.63,214.59M,-0.0011
2017-09-11,2359.08,2354.86,2369.72,2354.35,243.61M,0.0066
2017-09-12,2365.47,2372.02,2372.45,2359.12,333.57M,0.0027
2017-09-13,2360.18,2370.54,2373.61,2360.17,318.87M,-0.0022
2017-09-14,2377.66,2365.54,2377.66,2358.43,314.26M,0.0074
2017-09-15,2386.07,2368.44,2386.07,2365.37,298.74M,0.0035
2017-09-18,2418.21,2390.58,2418.24,2389.65,273.48M,0.0135
2017-09-19,2416.05,2419.30,2422.05,2411.68,254.59M,-0.0009
2017-09-20,2412.20,2420.82,2429.12,2405.78,303.29M,-0.0016
2017-09-21,2406.50,2412.01,2415.13,2401.89,335.34M,-0.0024
2017-09-22,2388.71,2404.35,2409.30,2381.81,333.62M,-0.0074
2017-09-25,2380.40,2388.77,2392.44,2374.69,339.35M,-0.0035
2017-09-26,2374.32,2371.62,2381.31,2365.34,319.12M,-0.0026
2017-09-27,2372.57,2376.89,2377.18,2368.92,202.62M,-0.0007
2017-09-28,2373.14,2374.10,2379.54,2365.67,194.77M,0.0002
2017-09-29,2394.47,2378.66,2394.47,2378.66,184.19M,0.0090
2017-10-10,2433.81,2425.63,2443.20,2421.10,221.74M,0.0164
2017-10-11,2458.16,2442.49,2458.16,2439.81,201.77M,0.0100
2017-10-12,2474.76,2461.70,2474.76,2459.48,256.21M,0.0068
2017-10-13,2473.62,2473.65,2479.73,2468.14,234.80M,-0.0005
2017-10-16,2480.05,2483.17,2487.71,2470.24,224.42M,0.0026
2017-10-17,2484.37,2484.96,2487.88,2478.76,199.05M,0.0017
2017-10-18,2482.91,2481.53,2490.58,2475.67,244.24M,-0.0006
2017-10-19,2473.06,2485.72,2490.94,2468.67,236.62M,-0.0040
2017-10-20,2489.54,2477.30,2489.54,2476.88,313.21M,0.0067
2017-10-23,2490.05,2497.65,2500.33,2485.48,274.20M,0.0002
2017-10-24,2490.49,2489.31,2497.35,2487.17,232.01M,0.0002
2017-10-25,2492.50,2495.87,2497.41,2481.48,599.44M,0.0008
2017-10-26,2480.63,2489.60,2495.99,2480.63,646.88M,-0.0048
2017-10-27,2496.63,2485.44,2499.15,2479.67,511.23M,0.0064
2017-10-30,2501.93,2513.87,2513.87,2497.42,342.01M,0.0021
2017-10-31,2523.43,2500.21,2528.32,2498.05,313.79M,0.0086
2017-11-01,2556.47,2535.97,2556.47,2535.83,361.80M,0.0131
2017-11-02,2546.36,2560.34,2561.63,2542.02,527.73M,-0.0040
2017-11-03,2557.97,2558.37,2558.37,2539.72,292.77M,0.0046
2017-11-06,2549.41,2557.29,2559.90,2529.94,221.19M,-0.0033
2017-11-07,2545.44,2548.30,2554.13,2540.67,253.92M,-0.0016
2017-11-08,2552.40,2534.48,2558.74,2533.73,277.04M,0.0027
2017-11-09,2550.57,2559.93,2559.93,2536.54,293.54M,-0.0007
2017-11-10,2542.95,2541.18,2547.61,2534.60,291.52M,-0.0030
2017-11-13,2530.35,2548.27,2552.28,2527.20,266.53M,-0.0050
2017-11-14,2526.64,2532.55,2532.95,2520.99,287.77M,-0.0015
2017-11-15,2518.25,2525.60,2526.61,2511.76,398.22M,-0.0033
